applicant_id,age,pays,secteur_activite,revenu_mensuel_xaf,anciennete_emploi,ratio_endettement,historique_credit,nb_credits_actifs,mobile_money_score,zone,date_demande,defaut_paiement,total_montant_xaf,avg_credit_xaf,total_retards,max_retard,nb_credit,nom_partenaire,type_partenaire,pays_partenaire,dernier_statut_credit,seuil_score_partenaire,volume_mensuel_partenaire,nb_credits_defaut_hist,nb_credits_rembourses_hist,nb_credits_restructures_hist,nb_credits_en_cours_hist,jours_depuis_dernier_credit,nb_transaction_mois,volume_entrant,volume_sortant,regularite_score,operateur,anciennete_compte_mois,flag_primo_demandeur,flag_no_credit_history,flag_anciennete_emploi_missing,score_regularite_pondere,flux_sortant_sur_revenu,anciennete_credit_normalisee,indice_surendettement,revenu_par_credit_actif
FIN-1047-1978,19,CMR,Artisanat,,94.0,0.293,417.0,1,74.8,Peri-urbain,2025-09-18,0,410000.0,410000.0,0.0,0.0,1.0,CreditPop CMR 10,microfinance,CMR,rembourse,440.0,1128.0,0.0,1.0,0.0,0.0,673.0,18.0,39200.0,34800.0,96.6,MIXTE,72.0,0,0,0,414.45838201493456,,0.001483679525222552,0.0,
FIN-1006-1210,63,CMR,Agriculture,89000.0,33.0,0.683,675.0,1,59.0,Rural,2025-09-18,1,225000.0,225000.0,0.0,0.0,1.0,CapSud CMR 22,banque,CAF,rembourse,528.0,497.0,0.0,1.0,0.0,0.0,1374.0,30.0,172400.0,154100.0,52.2,ORANGE,53.0,0,0,0,208.22496723065515,1.7314606741573033,0.0007272727272727272,0.0,44500.0
FIN-1015-1176,46,CMR,Commerce,228900.0,21.0,0.284,720.0,1,72.0,Urbain,2025-09-18,0,910000.0,455000.0,0.0,0.0,2.0,SolidaCredit GAB 41,mobile_money,CAF,en_cours,588.0,75.0,0.0,1.0,0.0,1.0,568.0,17.0,75800.0,60000.0,62.9,MTN,3.0,0,0,0,87.19791531444112,0.2621231979030144,0.0017574692442882249,0.0,114450.0
FIN-1015-1063,21,CMR,Pastoral,278500.0,11.0,0.117,,3,,Urbain,2025-09-18,0,2405000.0,601250.0,0.0,0.0,4.0,CapSud GNQ 12,microfinance,GAB,rembourse,550.0,738.0,0.0,3.0,0.0,1.0,221.0,8.0,135700.0,81900.0,61.9,CAMTEL,16.0,1,0,0,175.37590599707977,0.2940754039497307,0.0045045045045045045,0.0,69625.0
FIN-1015-1263,18,CMR,Commerce,41900.0,60.0,0.089,719.0,2,67.5,Rural,2025-09-18,0,1395000.0,348750.0,0.0,0.0,4.0,ZenithMicro COG 19,banque,CMR,rembourse,533.0,485.0,0.0,4.0,0.0,0.0,452.0,54.0,29100.0,16900.0,83.7,MTN,71.0,0,0,0,357.95695416164386,0.4033412887828162,0.002207505518763797,0.0,13966.666666666666
FIN-1002-1153,20,CAF,Elevage,60800.0,39.0,0.027,849.0,0,74.5,Urbain,2025-09-18,1,645000.0,161250.0,14.0,108.0,4.0,ZenithMicro GNQ 38,banque,CAF,defaut,661.0,486.0,4.0,0.0,0.0,0.0,557.0,19.0,10300.0,9500.0,22.0,MTN,62.0,0,1,0,91.14896398061371,0.15625,0.0017921146953405018,0.0,60800.0
FIN-1010-1320,34,CAF,Service,292800.0,69.0,0.312,,1,87.4,Urbain,2025-09-19,0,885000.0,295000.0,0.0,0.0,3.0,NovaMoney CAF 2,banque,TCD,rembourse,598.0,737.0,0.0,3.0,0.0,0.0,387.0,,,,,,,1,0,0,,,0.002577319587628866,0.0,146400.0
FIN-1012-1567,71,CMR,Commerce,142200.0,98.0,0.067,491.0,1,,Urbain,2025-09-19,0,1425000.0,356250.0,0.0,0.0,4.0,MicroFin CAF 5,banque,COG,rembourse,486.0,162.0,0.0,4.0,0.0,0.0,366.0,53.0,,16500.0,53.0,ORANGE,14.0,0,0,0,143.52666065841714,0.1160337552742616,0.0027247956403269754,0.0,71100.0
FIN-1028-1176,40,COG,Service,79800.0,110.0,0.138,398.0,3,85.8,Urbain,2025-09-19,0,935000.0,311666.6666666667,0.0,0.0,3.0,BarakaCredit CAF 35,banque,COG,en_cours,555.0,458.0,0.0,1.0,0.0,2.0,1233.0,17.0,259500.0,,72.0,MTN,31.0,0,0,0,249.5329850015803,,0.0008103727714748784,0.0,19950.0
FIN-1015-1854,73,GNQ,Agriculture,82700.0,75.0,0.299,443.0,1,74.2,Peri-urbain,2025-09-19,0,,,,,,,,,,,,,,,,,14.0,103800.0,59800.0,82.9,CAMTEL,70.0,0,0,0,353.37616180672507,0.7230955259975816,,0.0,41350.0
FIN-1008-1346,25,GAB,Commerce,275500.0,118.0,0.351,438.0,0,,Peri-urbain,2025-09-19,0,495000.0,495000.0,0.0,0.0,1.0,CreditPop GNQ 38,banque,CMR,rembourse,507.0,34.0,0.0,1.0,0.0,0.0,1062.0,24.0,22800.0,16900.0,63.9,ORANGE,68.0,0,1,0,270.5594056437649,0.06134301270417423,0.0009407337723424271,0.0,275500.0
FIN-1010-1445,35,CMR,Service,,56.0,0.123,433.0,1,78.7,Urbain,2025-09-19,0,2140000.0,535000.0,0.0,0.0,4.0,ProximaCredit GAB 36,microfinance,COG,rembourse,593.0,462.0,0.0,4.0,0.0,0.0,171.0,19.0,71300.0,43600.0,47.6,MTN,34.0,0,0,0,169.23456772689607,,0.005813953488372093,0.0,
FIN-1047-1397,73,CMR,Agriculture,91200.0,61.0,0.681,761.0,1,58.7,Urbain,2025-09-19,0,,,,,,,,,,,,,,,,,50.0,107700.0,93300.0,65.8,ORANGE,12.0,0,0,0,168.77366772096912,1.0230263157894737,,0.0,45600.0
FIN-1002-1262,72,CMR,Commerce,502500.0,7.0,0.227,,1,54.7,Peri-urbain,2025-09-19,1,1105000.0,368333.3333333333,0.0,0.0,3.0,CapSud CAF 37,banque,CMR,rembourse,456.0,178.0,0.0,3.0,0.0,0.0,96.0,28.0,32500.0,23700.0,59.4,ORANGE,69.0,1,0,0,252.36061737773193,0.047164179104477615,0.010309278350515464,0.0,251250.0
FIN-1005-1170,70,COG,Commerce,46300.0,64.0,0.088,745.0,1,35.5,Rural,2025-09-19,0,610000.0,305000.0,7.0,104.0,2.0,ZenithMicro COG 19,banque,CMR,restructure,533.0,485.0,0.0,0.0,2.0,0.0,1085.0,,,,,,,0,0,0,,,0.0009208103130755065,0.0,23150.0
FIN-1011-1219,74,CAF,Agriculture,136900.0,80.0,0.137,517.0,1,,Urbain,2025-09-19,0,395000.0,197500.0,3.0,119.0,2.0,NovaMoney CMR 31,microfinance,GAB,restructure,556.0,699.0,1.0,0.0,1.0,0.0,1127.0,,,,,,,0,0,0,,,0.0008865248226950354,0.0,68450.0
FIN-1042-1814,61,CAF,Artisanat,81600.0,21.0,0.332,448.0,3,77.8,Peri-urbain,2025-09-19,0,1705000.0,426250.0,0.0,0.0,4.0,SolidaCredit CAF 9,cooperative,CMR,en_cours,611.0,318.0,0.0,3.0,0.0,1.0,132.0,13.0,48500.0,25800.0,63.7,ORANGE,50.0,0,0,0,250.45729280453955,0.3161764705882353,0.007518796992481203,0.0,20400.0
FIN-1035-1939,27,CAF,Agriculture,242600.0,,0.282,538.0,1,,Urbain,2025-09-19,0,2125000.0,531250.0,0.0,0.0,4.0,AllianceFin CMR 21,microfinance,TCD,rembourse,640.0,1165.0,0.0,4.0,0.0,0.0,409.0,,,,,,,0,0,1,,,0.0024390243902439024,0.0,121300.0
FIN-1004-1798,27,CAF,Commerce,222000.0,15.0,0.415,540.0,2,48.3,Peri-urbain,2025-09-19,0,835000.0,278333.3333333333,0.0,0.0,3.0,AfriFin GNQ 22,microfinance,CMR,rembourse,650.0,205.0,0.0,2.0,0.0,1.0,626.0,25.0,24900.0,13700.0,43.5,ORANGE,6.0,0,0,0,84.64709148390612,0.06171171171171171,0.001594896331738437,0.0,74000.0
FIN-1033-1651,35,GNQ,Elevage,404100.0,70.0,0.132,524.0,1,14.2,Rural,2025-09-19,0,1280000.0,640000.0,0.0,0.0,2.0,SolidaCredit CMR 14,mobile_money,CMR,rembourse,689.0,231.0,0.0,2.0,0.0,0.0,566.0,9.0,79200.0,60900.0,63.4,ORANGE,81.0,0,0,0,279.38600027655366,0.15070527097253156,0.001763668430335097,0.0,202050.0
FIN-1016-1462,69,CMR,Service,,47.0,0.336,744.0,0,,Urbain,2025-09-19,0,330000.0,330000.0,0.0,0.0,1.0,SolidaCredit COG 25,microfinance,CAF,rembourse,705.0,333.0,0.0,1.0,0.0,0.0,1809.0,14.0,75100.0,38800.0,78.9,MTN,75.0,0,1,0,341.6948605485915,,0.0005524861878453039,0.0,
FIN-1001-1284,44,TCD,Commerce,126600.0,73.0,0.149,560.0,2,59.5,Peri-urbain,2025-09-19,0,310000.0,310000.0,0.0,0.0,1.0,CreditPop CMR 28,microfinance,CMR,rembourse,465.0,308.0,0.0,1.0,0.0,0.0,1150.0,,,,,,,0,0,0,,,0.0008688097306689834,0.0,42200.0
FIN-1021-1530,21,GNQ,Agriculture,205500.0,109.0,0.063,329.0,1,,Peri-urbain,2025-09-19,1,55000.0,55000.0,0.0,0.0,1.0,ProximaCredit TCD 24,microfinance,GNQ,rembourse,482.0,326.0,0.0,1.0,0.0,0.0,1629.0,,,,,,,0,0,0,,,0.0006134969325153375,0.0,102750.0
FIN-1045-1494,22,CAF,Commerce,198300.0,13.0,0.342,503.0,0,,Urbain,2025-09-19,1,50000.0,50000.0,0.0,0.0,1.0,BarakaCredit COG 20,mobile_money,GNQ,rembourse,628.0,1180.0,0.0,1.0,0.0,0.0,810.0,,,,,,,0,1,0,,,0.0012330456226880395,0.0,198300.0
FIN-1013-1868,58,CMR,Service,60100.0,98.0,0.28,314.0,0,56.1,Peri-urbain,2025-09-19,0,1175000.0,391666.6666666667,0.0,0.0,3.0,AllianceFin GNQ 19,banque,CMR,rembourse,547.0,465.0,0.0,3.0,0.0,0.0,633.0,30.0,168800.0,129700.0,45.7,MTN,65.0,0,1,0,191.46722171060765,2.158069883527454,0.0015772870662460567,0.0,60100.0
FIN-1010-1693,42,CMR,Commerce,254500.0,6.0,0.135,411.0,2,,Urbain,2025-09-19,0,645000.0,215000.0,0.0,0.0,3.0,FondasFin GAB 28,mobile_money,GAB,rembourse,656.0,379.0,0.0,3.0,0.0,0.0,1136.0,28.0,51600.0,27700.0,93.8,MTN,75.0,0,0,0,406.22278731885785,0.10884086444007858,0.0008795074758135445,0.0,84833.33333333333
FIN-1024-1130,56,TCD,Commerce,56000.0,97.0,0.333,410.0,2,47.9,Rural,2025-09-19,0,,,,,,,,,,,,,,,,,58.0,169900.0,141400.0,70.8,ORANGE,26.0,0,0,0,233.3452501131065,2.525,,0.0,18666.666666666668
FIN-1012-1879,29,CMR,Artisanat,63300.0,77.0,0.263,629.0,3,,Urbain,2025-09-19,0,430000.0,143333.33333333334,0.0,0.0,3.0,ProximaCredit TCD 16,microfinance,GAB,rembourse,491.0,552.0,0.0,2.0,0.0,1.0,189.0,53.0,33000.0,,91.4,ORANGE,10.0,0,0,0,219.1676279337711,,0.005263157894736842,0.0,15825.0
FIN-1007-1874,60,GAB,Artisanat,192500.0,74.0,0.295,444.0,2,59.4,Rural,2025-09-19,0,1090000.0,545000.0,12.0,109.0,2.0,FondasFin COG 9,mobile_money,GAB,defaut,658.0,124.0,2.0,0.0,0.0,0.0,97.0,3.0,162900.0,193200.0,14.0,MTN,33.0,0,0,0,49.36904734462626,1.0036363636363637,0.01020408163265306,0.0,64166.666666666664
FIN-1016-1349,53,CMR,Service,621100.0,77.0,0.166,646.0,0,66.6,Urbain,2025-09-19,0,930000.0,310000.0,0.0,0.0,3.0,PretRapide GNQ 24,banque,GAB,rembourse,456.0,868.0,0.0,3.0,0.0,0.0,1046.0,40.0,101800.0,64000.0,58.7,CAMTEL,12.0,0,1,0,150.56252728299222,0.10304298824665915,0.0009551098376313276,0.0,621100.0
FIN-1008-1697,38,CMR,Commerce,249000.0,71.0,0.32,300.0,0,59.1,Rural,2025-09-19,0,320000.0,160000.0,0.0,0.0,2.0,CreditPop GNQ 3,microfinance,GAB,en_cours,441.0,1179.0,0.0,1.0,0.0,1.0,449.0,,,,,,,0,1,0,,,0.0022222222222222222,0.0,249000.0
FIN-1045-1066,25,CMR,Agriculture,363000.0,25.0,0.159,789.0,1,90.9,Rural,2025-09-19,0,980000.0,490000.0,0.0,0.0,2.0,KamoFin CMR 10,banque,GNQ,rembourse,454.0,1004.0,0.0,1.0,0.0,1.0,888.0,9.0,124800.0,107700.0,89.9,MTN,50.0,0,0,0,353.4711243819169,0.29669421487603304,0.0011248593925759281,0.0,181500.0
FIN-1047-1487,38,CMR,Agriculture,108100.0,13.0,0.188,828.0,2,64.6,Urbain,2025-09-19,0,400000.0,200000.0,0.0,0.0,2.0,NovaMoney CAF 33,microfinance,GAB,en_cours,483.0,193.0,0.0,1.0,0.0,1.0,404.0,51.0,147700.0,82700.0,47.6,MTN,55.0,0,0,0,191.60674047899312,0.7650323774283071,0.0024691358024691358,0.0,36033.333333333336
FIN-1023-1571,62,CAF,Commerce,160100.0,78.0,0.067,631.0,0,88.7,Rural,2025-09-19,0,1495000.0,373750.0,13.0,116.0,4.0,NovaMoney GNQ 46,microfinance,CMR,defaut,594.0,55.0,2.0,0.0,2.0,0.0,316.0,4.0,42100.0,41400.0,24.9,MTN,77.0,0,1,0,108.48204978457083,0.2585883822610868,0.0031545741324921135,0.0,160100.0
FIN-1048-1389,43,CMR,Agriculture,103800.0,103.0,0.342,,0,38.0,Urbain,2025-09-19,0,1720000.0,430000.0,0.0,0.0,4.0,AfriFin CMR 3,mobile_money,CMR,rembourse,674.0,1143.0,0.0,3.0,0.0,1.0,686.0,37.0,27000.0,22900.0,91.0,MTN,58.0,1,1,0,371.0559073954205,0.220616570327553,0.001455604075691412,0.0,103800.0
FIN-1023-1044,74,COG,Artisanat,193900.0,26.0,0.679,766.0,3,,Rural,2025-09-19,0,915000.0,228750.0,16.0,44.0,4.0,KamoFin TCD 21,banque,CMR,defaut,509.0,983.0,2.0,0.0,2.0,0.0,339.0,11.0,7900.0,9200.0,35.2,MTN,36.0,0,0,0,127.10431052507671,0.04744713769984528,0.0029411764705882353,0.0,48475.0
FIN-1011-1569,30,GAB,Commerce,623800.0,30.0,0.575,559.0,2,51.8,Urbain,2025-09-19,0,1640000.0,820000.0,0.0,0.0,2.0,AfriFin GAB 28,banque,CMR,rembourse,648.0,425.0,0.0,2.0,0.0,0.0,184.0,38.0,61600.0,41000.0,77.1,MTN,44.0,0,0,0,293.4936779612916,0.06572619429304265,0.005405405405405406,0.0,207933.33333333334
FIN-1032-1301,40,CMR,Agriculture,59200.0,95.0,0.29,347.0,2,,Urbain,2025-09-19,0,545000.0,181666.66666666663,0.0,0.0,3.0,CapSud CAF 37,banque,CMR,rembourse,456.0,178.0,0.0,2.0,0.0,1.0,733.0,10.0,53200.0,32200.0,57.9,ORANGE,52.0,0,0,0,229.87990179466786,0.543918918918919,0.0013623978201634877,0.0,19733.333333333332
FIN-1048-1128,20,TCD,Commerce,128100.0,47.0,0.251,520.0,3,49.3,Peri-urbain,2025-09-19,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,32025.0
FIN-1004-1642,39,CMR,Elevage,117700.0,63.0,0.062,579.0,2,66.8,Rural,2025-09-19,0,975000.0,243750.0,0.0,0.0,4.0,PretRapide GNQ 34,mobile_money,COG,rembourse,658.0,212.0,0.0,3.0,0.0,1.0,243.0,,,,,,,0,0,0,,,0.004098360655737705,0.0,39233.333333333336
FIN-1015-1726,23,CMR,Commerce,111000.0,5.0,0.677,,0,,Peri-urbain,2025-09-19,0,1305000.0,652500.0,3.0,111.0,2.0,CapSud GNQ 22,microfinance,CMR,restructure,614.0,598.0,1.0,0.0,1.0,0.0,995.0,7.0,41900.0,40000.0,20.1,MIXTE,60.0,1,1,0,82.62856466988356,0.36036036036036034,0.001004016064257028,0.0,111000.0
FIN-1012-1347,52,CMR,Artisanat,177600.0,106.0,0.191,849.0,0,56.9,Peri-urbain,2025-09-19,0,185000.0,92500.0,0.0,0.0,2.0,KamoFin GAB 25,microfinance,GAB,rembourse,445.0,588.0,0.0,2.0,0.0,0.0,101.0,27.0,71700.0,45000.0,62.7,ORANGE,9.0,0,1,0,144.3720853307267,0.2533783783783784,0.00980392156862745,0.0,177600.0
FIN-1034-1535,52,CMR,Commerce,248000.0,71.0,0.689,707.0,0,,Urbain,2025-09-19,0,365000.0,182500.0,0.0,0.0,2.0,FondasFin TCD 22,banque,TCD,rembourse,440.0,502.0,0.0,2.0,0.0,0.0,462.0,,,,,,,0,1,0,,,0.0021598272138228943,0.0,248000.0
FIN-1030-1773,70,COG,Commerce,150400.0,32.0,0.665,686.0,1,70.1,Peri-urbain,2025-09-19,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0.0,75200.0
FIN-1048-1041,58,CMR,Commerce,156600.0,77.0,0.701,576.0,2,73.9,Rural,2025-09-19,0,220000.0,220000.0,0.0,0.0,1.0,ZenithMicro GAB 38,cooperative,CMR,en_cours,522.0,938.0,0.0,0.0,0.0,1.0,2042.0,,,,,,,0,0,0,,,0.0004894762604013706,0.0,52200.0
FIN-1039-1955,70,CMR,Artisanat,231000.0,19.0,0.415,544.0,2,59.0,Rural,2025-09-20,0,405000.0,202500.0,0.0,0.0,2.0,AllianceFin CMR 21,microfinance,TCD,rembourse,640.0,1165.0,0.0,1.0,0.0,1.0,433.0,34.0,80500.0,,75.9,MTN,13.0,0,0,0,200.30445131779817,,0.002304147465437788,0.0,77000.0
FIN-1030-1306,47,TCD,Agriculture,325000.0,76.0,0.317,399.0,3,50.6,Urbain,2025-09-20,0,1440000.0,360000.0,0.0,0.0,4.0,AfriFin COG 9,microfinance,COG,rembourse,604.0,824.0,0.0,4.0,0.0,0.0,105.0,16.0,35300.0,22900.0,41.1,MTN,63.0,0,0,0,170.9300947260825,0.07046153846153846,0.009433962264150943,0.0,81250.0
FIN-1033-1890,44,CMR,Service,419900.0,64.0,0.134,820.0,1,90.4,Peri-urbain,2025-09-20,0,,,,,,,,,,,,,,,,,40.0,129000.0,109700.0,83.6,MTN,79.0,0,0,0,366.33742665873643,0.26125267920933554,,0.0,209950.0
FIN-1006-1544,50,CMR,Agriculture,252400.0,0.0,0.472,536.0,1,63.7,Rural,2025-09-20,0,1020000.0,510000.0,0.0,0.0,2.0,EsperoFin COG 12,banque,TCD,rembourse,491.0,574.0,0.0,2.0,0.0,0.0,466.0,33.0,15700.0,10900.0,92.7,ORANGE,28.0,0,0,0,312.14832343974615,0.04318541996830428,0.0021413276231263384,0.0,126200.0
FIN-1046-1502,60,CAF,Artisanat,,83.0,0.327,,2,39.2,Urbain,2025-09-20,0,,,,,,,,,,,,,,,,,41.0,145400.0,80300.0,74.3,MTN,10.0,1,0,0,178.16361876891892,,,0.0,
FIN-1048-1472,27,COG,Commerce,326900.0,3.0,0.053,722.0,2,59.3,Peri-urbain,2025-09-20,0,185000.0,185000.0,0.0,0.0,1.0,CapSud COG 28,mobile_money,CMR,rembourse,700.0,258.0,0.0,1.0,0.0,0.0,92.0,56.0,207300.0,138500.0,67.7,CAMTEL,47.0,0,0,0,262.0803084384642,0.4236769654328541,0.010752688172043012,0.0,108966.66666666667
FIN-1031-1154,28,CMR,Service,97400.0,65.0,0.16,340.0,2,,Urbain,2025-09-20,0,730000.0,243333.3333333333,0.0,0.0,3.0,MicroFin GAB 14,mobile_money,CAF,rembourse,529.0,507.0,0.0,1.0,0.0,2.0,1100.0,,,,,,,0,0,0,,,0.0009082652134423251,0.0,32466.666666666668
FIN-1013-1599,24,GAB,Commerce,386100.0,12.0,0.296,819.0,3,,Urbain,2025-09-20,0,475000.0,237500.0,9.0,101.0,2.0,AllianceFin CMR 39,banque,GNQ,restructure,695.0,253.0,0.0,0.0,2.0,0.0,288.0,6.0,162200.0,154300.0,7.2,ORANGE,18.0,0,0,0,21.19996064999837,0.39963739963739964,0.0034602076124567475,0.0,96525.0
FIN-1023-1156,18,CMR,Agriculture,131500.0,5.0,0.12,347.0,1,46.8,Urbain,2025-09-20,0,,,,,,,,,,,,,,,,,49.0,127500.0,83600.0,69.9,MIXTE,7.0,0,0,0,145.35296376342052,0.6357414448669202,,0.0,65750.0
FIN-1046-1802,29,CMR,Commerce,76100.0,34.0,0.278,487.0,1,,Peri-urbain,2025-09-20,1,300000.0,150000.0,0.0,0.0,2.0,CapSud CMR 21,cooperative,GNQ,en_cours,625.0,168.0,0.0,1.0,0.0,1.0,692.0,22.0,41100.0,24500.0,66.6,ORANGE,67.0,0,0,0,281.0192131647287,0.3219448094612352,0.001443001443001443,0.0,38050.0
FIN-1032-1438,44,CMR,Commerce,96900.0,99.0,0.382,,0,,Campagne,2025-09-20,0,185000.0,92500.0,0.0,0.0,2.0,EsperoFin GAB 25,microfinance,CMR,rembourse,600.0,1036.0,0.0,2.0,0.0,0.0,422.0,,,,,,,1,1,0,,,0.002364066193853428,0.0,96900.0
FIN-1041-1879,38,RCA,Elevage,58600.0,14.0,0.176,344.0,0,63.1,Urbain,2025-09-20,0,985000.0,246250.0,0.0,0.0,4.0,KamoFin CAF 2,banque,CMR,en_cours,470.0,317.0,0.0,1.0,0.0,3.0,1055.0,45.0,110100.0,58900.0,75.5,MTN,52.0,0,1,0,299.7570394731852,1.0051194539249146,0.000946969696969697,0.0,58600.0
FIN-1015-1307,59,CAF,Commerce,35000.0,97.0,0.276,330.0,2,23.5,Peri-urbain,2025-09-20,0,2290000.0,1145000.0,0.0,0.0,2.0,NovaMoney CMR 31,microfinance,GAB,rembourse,556.0,699.0,0.0,1.0,0.0,1.0,816.0,46.0,89200.0,55000.0,66.0,MTN,3.0,0,0,0,91.49542783391277,1.5714285714285714,0.0012239902080783353,0.0,11666.666666666666
FIN-1005-1428,73,TCD,Commerce,152800.0,22.0,0.276,,2,,Rural,2025-09-20,0,,,,,,,,,,,,,,,,,36.0,124100.0,62300.0,89.7,ORANGE,6.0,1,0,0,174.5481403702616,0.40772251308900526,,0.0,50933.333333333336
FIN-1021-1046,44,CMR,Artisanat,369500.0,23.0,0.136,385.0,0,,Peri-urbain,2025-09-20,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,0.0,369500.0
FIN-1005-1994,51,GAB,Artisanat,200500.0,120.0,0.464,556.0,3,77.7,Urbain,2025-09-20,1,,,,,,,,,,,,,,,,,13.0,80500.0,47500.0,53.1,MTN,1.0,0,0,0,36.80611528773309,0.23690773067331672,,0.0,50125.0
FIN-1004-1474,60,CMR,Commerce,382100.0,69.0,0.171,615.0,0,76.7,Peri-urbain,2025-09-20,0,3360000.0,840000.0,0.0,0.0,4.0,PretRapide GAB 45,microfinance,CMR,en_cours,617.0,1185.0,0.0,2.0,0.0,2.0,400.0,,,,,,,0,1,0,,,0.0024937655860349127,0.0,382100.0
FIN-1007-1302,33,TCD,Commerce,624700.0,60.0,0.376,371.0,0,29.8,Rural,2025-09-20,0,305000.0,305000.0,0.0,0.0,1.0,CapSud CMR 21,cooperative,GNQ,rembourse,625.0,168.0,0.0,1.0,0.0,0.0,176.0,,,,,,,0,1,0,,,0.005649717514124294,0.0,624700.0
FIN-1005-1533,55,CMR,Agriculture,70700.0,91.0,0.444,818.0,0,77.0,Urbain,2025-09-20,1,655000.0,327500.0,0.0,0.0,2.0,ProximaCredit GNQ 41,banque,CMR,rembourse,578.0,744.0,0.0,2.0,0.0,0.0,301.0,35.0,129500.0,106900.0,64.8,ORANGE,34.0,0,1,0,230.386554384514,1.512022630834512,0.0033112582781456954,0.0,70700.0
FIN-1036-1924,37,GAB,Agriculture,95800.0,104.0,0.251,723.0,2,,Rural,2025-09-20,0,1865000.0,466250.0,0.0,0.0,4.0,ProximaCredit TCD 26,microfinance,CMR,en_cours,617.0,573.0,0.0,2.0,0.0,2.0,228.0,18.0,51500.0,30200.0,47.7,MIXTE,76.0,0,0,0,207.19951862242075,0.31524008350730687,0.004366812227074236,0.0,31933.333333333332
FIN-1009-1718,36,CAF,Artisanat,92900.0,49.0,0.436,597.0,1,68.0,Urbain,2025-09-20,0,,,,,,,,,,,,,,,,,33.0,177500.0,112300.0,64.3,MTN,6.0,0,0,0,125.12202258425664,1.208826695371367,,0.0,46450.0
FIN-1042-1156,58,CMR,Commerce,1090000.0,111.0,0.066,572.0,1,46.9,Urbain,2025-09-20,0,,,,,,,,,,,,,,,,,30.0,58100.0,51700.0,62.4,MTN,7.0,0,0,0,129.75715220082174,0.04743119266055046,,0.0,545000.0
FIN-1008-1172,21,GAB,Service,441000.0,30.0,0.11,549.0,1,77.1,Urbain,2025-09-20,0,265000.0,265000.0,0.0,0.0,1.0,FondasFin COG 38,microfinance,CMR,en_cours,686.0,937.0,0.0,0.0,0.0,1.0,1433.0,33.0,85700.0,49700.0,66.9,MTN,48.0,0,0,0,260.3627779436009,0.1126984126984127,0.000697350069735007,0.0,220500.0
FIN-1018-1265,33,COG,Agriculture,,6.0,0.216,686.0,1,70.5,Peri-urbain,2025-09-20,0,4090000.0,1363333.3333333333,0.0,0.0,3.0,EsperoFin TCD 25,mobile_money,GNQ,rembourse,617.0,1005.0,0.0,2.0,0.0,1.0,232.0,,,,,,,0,0,0,,,0.004291845493562232,0.0,
FIN-1048-1429,45,CMR,Service,91300.0,0.0,0.228,468.0,1,67.0,Urbain,2025-09-20,0,780000.0,195000.0,0.0,0.0,4.0,CapSud GNQ 39,microfinance,CMR,rembourse,613.0,213.0,0.0,3.0,0.0,1.0,156.0,52.0,31700.0,16800.0,97.2,ORANGE,59.0,0,0,0,397.9702914479882,0.18400876232201532,0.006369426751592357,0.0,45650.0
FIN-1009-1700,21,CMR,Agriculture,48100.0,80.0,0.068,,3,60.3,Rural,2025-09-20,1,145000.0,145000.0,0.0,0.0,1.0,EsperoFin GNQ 13,microfinance,CMR,rembourse,578.0,585.0,0.0,1.0,0.0,0.0,334.0,42.0,46500.0,25000.0,71.8,ORANGE,38.0,1,0,0,263.0437261921086,0.5197505197505198,0.0029850746268656717,0.0,12025.0
FIN-1022-1212,30,CMR,Elevage,289000.0,107.0,,496.0,1,80.8,Urbain,2025-09-20,0,560000.0,186666.66666666663,0.0,0.0,3.0,EsperoFin TCD 25,mobile_money,GNQ,rembourse,617.0,1005.0,0.0,3.0,0.0,0.0,395.0,19.0,98100.0,63900.0,81.1,MIXTE,41.0,0,0,0,303.12500604278114,0.22110726643598616,0.0025252525252525255,0.0,144500.0
FIN-1046-1640,50,GAB,Commerce,30000.0,48.0,0.226,697.0,3,,Peri-urbain,2025-09-20,0,825000.0,275000.0,0.0,0.0,3.0,FondasFin GNQ 45,cooperative,CMR,rembourse,589.0,714.0,0.0,2.0,0.0,1.0,422.0,58.0,34100.0,26600.0,54.0,ORANGE,37.0,0,0,0,196.42965262522483,0.8866666666666667,0.002364066193853428,0.0,7500.0
FIN-1038-1751,29,CAF,Artisanat,39200.0,7.0,0.277,,0,65.2,Peri-urbain,2025-09-20,0,,,,,,,,,,,,,,,,,31.0,97100.0,71400.0,90.0,CAMTEL,33.0,1,1,0,317.37244721545454,1.8214285714285714,,0.0,39200.0
FIN-1005-1682,57,CMR,Artisanat,47400.0,49.0,0.464,,3,41.1,Urbain,2025-09-20,0,100000.0,100000.0,0.0,0.0,1.0,BarakaCredit COG 20,mobile_money,GNQ,en_cours,628.0,1180.0,0.0,0.0,0.0,1.0,1299.0,46.0,78800.0,67100.0,76.6,MTN,52.0,1,0,0,304.12436057809253,1.4156118143459915,0.0007692307692307692,0.0,11850.0
FIN-1028-1623,59,CMR,Service,155800.0,103.0,0.562,694.0,0,83.3,Urbain,2025-09-20,1,505000.0,168333.33333333334,0.0,0.0,3.0,PretRapide CAF 25,mobile_money,CAF,rembourse,718.0,282.0,0.0,2.0,0.0,1.0,768.0,,,,,,,0,1,0,,,0.0013003901170351106,0.0,155800.0
